sample_id,parent_sample_id,label,language_type,source_dataset,generator,split,augmentation_condition,duration,codec,sha256,group_id,path
aug_cv_hi_00012__mp3_64,cv_hi_00012,real,Hindi,CommonVoice_Hindi_26.0,,train,mp3_64,2.736,WAV/PCM_16,a17005f6175f0b01225bfd5c84fc648232f880fcf85919bd465dade7ffcbf6ef,fea83a62757bccdb,data/augmented/v1/aug_cv_hi_00012__mp3_64.wav
aug_cv_hi_00014__lowpass,cv_hi_00014,real,Hindi,CommonVoice_Hindi_26.0,,train,lowpass,6.804,WAV/PCM_16,8d6bb76477b70cf7c8f716e2aa0ad7477d772df210bc8232b7ef34a81dee2a13,2e409cc095588953,data/augmented/v1/aug_cv_hi_00014__lowpass.wav
aug_cv_hi_00015__telephone,cv_hi_00015,real,Hindi,CommonVoice_Hindi_26.0,,train,telephone,5.796,WAV/PCM_16,30fd7024cf83585deb50db57ec755cfd7f6556b98e5eb370d99f41d0f36f4e79,59c160efb64065c6,data/augmented/v1/aug_cv_hi_00015__telephone.wav
aug_cv_hi_00016__multi_codec,cv_hi_00016,real,Hindi,CommonVoice_Hindi_26.0,,train,multi_codec,7.056,WAV/PCM_16,ac3c7217b9aa3516b3630b9ff718c8fcd3198e0afc50e553c9d6dcd0ee9bebbe,a184bc485eb145fd,data/augmented/v1/aug_cv_hi_00016__multi_codec.wav
aug_cv_hi_00017__opus_48,cv_hi_00017,real,Hindi,CommonVoice_Hindi_26.0,,train,opus_48,6.984,WAV/PCM_16,9fb0012995bcfdea7e4852fcb8cf8fe7c37a86859b0cb7a5e7ae72fc1bbba6af,21b4d7573780de15,data/augmented/v1/aug_cv_hi_00017__opus_48.wav
aug_cv_hi_00018__telephone,cv_hi_00018,real,Hindi,CommonVoice_Hindi_26.0,,train,telephone,6.948,WAV/PCM_16,f484aeb049aca32c7640dc17ed77581f9526f97fb5e2da02509324a6b9a92b64,0d250fc8abed9b3c,data/augmented/v1/aug_cv_hi_00018__telephone.wav
aug_cv_hi_00019__telephone,cv_hi_00019,real,Hindi,CommonVoice_Hindi_26.0,,train,telephone,4.896,WAV/PCM_16,812bbb6e1be7218ef964dbeca5dd8698e1138ee99390f6c14239be4b91043108,29e5a5abb9fc8494,data/augmented/v1/aug_cv_hi_00019__telephone.wav
aug_cv_hi_00020__opus_48,cv_hi_00020,real,Hindi,CommonVoice_Hindi_26.0,,train,opus_48,4.296,WAV/PCM_16,135d042e74818ddc16e63b7ada4d024c12ce9beff1f8dae1b60b934b6f62fe42,09b41ec229ec35d1,data/augmented/v1/aug_cv_hi_00020__opus_48.wav
aug_cv_hi_00021__mild_clipping,cv_hi_00021,real,Hindi,CommonVoice_Hindi_26.0,,train,mild_clipping,7.308,WAV/PCM_16,d01e422a7de7540198c615b06fe50cc39f8b6a46c1e5e5df4b2ac736ab83c44c,58d646810ccc9fe1,data/augmented/v1/aug_cv_hi_00021__mild_clipping.wav
aug_cv_hi_00024__telephone,cv_hi_00024,real,Hindi,CommonVoice_Hindi_26.0,,train,telephone,3.42,WAV/PCM_16,a6861050014b294bb688196ddeda66d2fe2853c182ce5ddd811130e5e3d6d83c,e274594b4f15563e,data/augmented/v1/aug_cv_hi_00024__telephone.wav
aug_cv_hi_00025__mp3_32,cv_hi_00025,real,Hindi,CommonVoice_Hindi_26.0,,train,mp3_32,3.384,WAV/PCM_16,c7960b347abe45e3bc8b17cd17d4db0b9bbbf5d66cb9bee7f8679f9400d909a7,94ebf39e3e252178,data/augmented/v1/aug_cv_hi_00025__mp3_32.wav
aug_cv_hi_00026__opus_24,cv_hi_00026,real,Hindi,CommonVoice_Hindi_26.0,,train,opus_24,5.832,WAV/PCM_16,dd48f2199e29d982c8532d59c4c04c2dd72471ab5d2dec4693cd57085f88e492,d5f7c5f75f548d3b,data/augmented/v1/aug_cv_hi_00026__opus_24.wav
aug_cv_hi_00027__mp3_32,cv_hi_00027,real,Hindi,CommonVoice_Hindi_26.0,,train,mp3_32,4.608,WAV/PCM_16,e0fec14c7823d7608bf49db8342c303cb07f4d2ac632ea42b52801bbfc92bb31,871e4a9d00ba4ca4,data/augmented/v1/aug_cv_hi_00027__mp3_32.wav
aug_cv_hi_00029__mp3_64,cv_hi_00029,real,Hindi,CommonVoice_Hindi_26.0,,train,mp3_64,5.94,WAV/PCM_16,f98dd91102dce8adba4521447ae48e7d336d747f34660a27156cb260dd8a370e,f3867c69efbfa3be,data/augmented/v1/aug_cv_hi_00029__mp3_64.wav
aug_cv_hi_00031__mild_clipping,cv_hi_00031,real,Hindi,CommonVoice_Hindi_26.0,,train,mild_clipping,4.464,WAV/PCM_16,24dd6f9306d233fb3ed4c0f8eb164a74aeb6cafd451a7b53bbc837bba86b8408,6fd698af03f1ca06,data/augmented/v1/aug_cv_hi_00031__mild_clipping.wav
aug_cv_hi_00032__lowpass,cv_hi_00032,real,Hindi,CommonVoice_Hindi_26.0,,train,lowpass,4.824,WAV/PCM_16,28ff9e1e6b225163f28ca6735f216e91db536d2986bf7daef63757975deb6ecc,fccd302e523aa79a,data/augmented/v1/aug_cv_hi_00032__lowpass.wav
aug_cv_hi_00033__opus_48,cv_hi_00033,real,Hindi,CommonVoice_Hindi_26.0,,train,opus_48,6.66,WAV/PCM_16,d31935b65f5a3b0d3d19ef277c6328c66a1e857ae71fc3758defbc768cd78531,f3867c69efbfa3be,data/augmented/v1/aug_cv_hi_00033__opus_48.wav
aug_cv_hi_00036__mild_clipping,cv_hi_00036,real,Hindi,CommonVoice_Hindi_26.0,,train,mild_clipping,4.5,WAV/PCM_16,48baaeb323863732e6e158cd3cc9b963416baa816eae753774d510a7c7c19726,f8771dfd25ac058e,data/augmented/v1/aug_cv_hi_00036__mild_clipping.wav
aug_cv_hi_00037__multi_codec,cv_hi_00037,real,Hindi,CommonVoice_Hindi_26.0,,train,multi_codec,4.176,WAV/PCM_16,5372a4b2d1297741a095be28869bab3cc03c1aa3a318f9f27e6e5d882bb9bd65,cbafbf3451b99ff0,data/augmented/v1/aug_cv_hi_00037__multi_codec.wav
aug_cv_hi_00038__telephone,cv_hi_00038,real,Hindi,CommonVoice_Hindi_26.0,,train,telephone,5.508,WAV/PCM_16,62bfa10fbf598fcae8d62130fdd8f470fc3ebe07845724fad071db1cf5ea26d6,45d8cac7fddcae47,data/augmented/v1/aug_cv_hi_00038__telephone.wav
aug_cv_hi_00040__mp3_32,cv_hi_00040,real,Hindi,CommonVoice_Hindi_26.0,,train,mp3_32,2.916,WAV/PCM_16,b992e418dac6e45e2afcc2c70ddd634d5382811a4d92b2e7865de237ae96e6ea,d04bdab1fa064a5a,data/augmented/v1/aug_cv_hi_00040__mp3_32.wav
aug_cv_hi_00041__mp3_32,cv_hi_00041,real,Hindi,CommonVoice_Hindi_26.0,,train,mp3_32,3.384,WAV/PCM_16,1830249dec0d678fbb777d9d8539117fcc97a7b848dfd0ebd004f0d99099fc95,d965566d77321800,data/augmented/v1/aug_cv_hi_00041__mp3_32.wav
aug_cv_hi_00042__multi_codec,cv_hi_00042,real,Hindi,CommonVoice_Hindi_26.0,,train,multi_codec,5.22,WAV/PCM_16,56183b8986d558d3e7c196a2d5d96b086c812fd522fb440aa2412b3a50cb7cb4,49201106b56c9636,data/augmented/v1/aug_cv_hi_00042__multi_codec.wav
aug_cv_hi_00045__mp3_128,cv_hi_00045,real,Hindi,CommonVoice_Hindi_26.0,,train,mp3_128,7.272,WAV/PCM_16,2df5b3ca8ef4908afac0be134ec51e4841069389caede97d41a0e363b1d053da,d04bdab1fa064a5a,data/augmented/v1/aug_cv_hi_00045__mp3_128.wav
aug_cv_hi_00046__mp3_128,cv_hi_00046,real,Hindi,CommonVoice_Hindi_26.0,,train,mp3_128,3.24,WAV/PCM_16,9a767c7ae30939178477dcec404afb0497d4974747b1b18842b20c461b34e6fc,f0d5a7c7defcaa3a,data/augmented/v1/aug_cv_hi_00046__mp3_128.wav
aug_cv_hi_00047__telephone,cv_hi_00047,real,Hindi,CommonVoice_Hindi_26.0,,train,telephone,5.976,WAV/PCM_16,2a7b4006d17f7b6f4dff37940f6881ba0d11051fdeaf1fa9d9ac252f7dd801ea,8fd48d9370ccdacb,data/augmented/v1/aug_cv_hi_00047__telephone.wav
aug_cv_hi_00048__opus_12,cv_hi_00048,real,Hindi,CommonVoice_Hindi_26.0,,train,opus_12,3.132,WAV/PCM_16,75fa63eae942d9574acca2fc2aee81cb8a661c0dfe2cb8b322985151cdf2382d,13ee38b5ad22a0c4,data/augmented/v1/aug_cv_hi_00048__opus_12.wav
aug_cv_hi_00050__gain,cv_hi_00050,real,Hindi,CommonVoice_Hindi_26.0,,train,gain,2.952,WAV/PCM_16,2faa76bf05bbb3defea8acfdde6cd0abdff82534886f67cf6636a6eee8386d2f,e58ce82913a4b9c0,data/augmented/v1/aug_cv_hi_00050__gain.wav
aug_cv_hi_00052__mp3_128,cv_hi_00052,real,Hindi,CommonVoice_Hindi_26.0,,train,mp3_128,7.884,WAV/PCM_16,c4d93462ee0cf935cf9a8f526b8b5676fcdfa0ecf3c3d61bdc96483ba0b289ed,01f2023af250425d,data/augmented/v1/aug_cv_hi_00052__mp3_128.wav
aug_cv_hi_00053__gain,cv_hi_00053,real,Hindi,CommonVoice_Hindi_26.0,,train,gain,2.34,WAV/PCM_16,adb76baa8310f36ff2fc1c95007dbfcfef9396125d3975630214ebbcbfb2432e,34c0eb446b5d2007,data/augmented/v1/aug_cv_hi_00053__gain.wav
aug_cv_hi_00054__mild_clipping,cv_hi_00054,real,Hindi,CommonVoice_Hindi_26.0,,train,mild_clipping,2.268,WAV/PCM_16,8a2ceea6f60e6e6275e45e05df85a7b8b5095cd4c451fc398d3ac277cce1cebf,3a008d3305916386,data/augmented/v1/aug_cv_hi_00054__mild_clipping.wav
aug_cv_hi_00055__mp3_64,cv_hi_00055,real,Hindi,CommonVoice_Hindi_26.0,,train,mp3_64,8.208,WAV/PCM_16,895476a6d50120f6b3130b79bc459336a639e7234e64ec52ff0f46dceb2ea927,72de169ee11045a2,data/augmented/v1/aug_cv_hi_00055__mp3_64.wav
aug_cv_hi_00057__gain,cv_hi_00057,real,Hindi,CommonVoice_Hindi_26.0,,train,gain,3.168,WAV/PCM_16,531565f9b663709d7fa51dd8233851ef750921967e42deabd0cd69854555d297,025c52fd7e895823,data/augmented/v1/aug_cv_hi_00057__gain.wav
aug_cv_hi_00059__mp3_32,cv_hi_00059,real,Hindi,CommonVoice_Hindi_26.0,,train,mp3_32,5.868,WAV/PCM_16,a05a95ae777dcd37835007267d9eeaf4d898e419548fb3289a472d36f6611773,8e12799b11e76a7e,data/augmented/v1/aug_cv_hi_00059__mp3_32.wav
aug_cv_hi_00060__mp3_32,cv_hi_00060,real,Hindi,CommonVoice_Hindi_26.0,,train,mp3_32,3.42,WAV/PCM_16,371ba21a235b3fed2d3fa27c96300984950959c3ef1d994960db4d1fa218258f,da6cc644e745c253,data/augmented/v1/aug_cv_hi_00060__mp3_32.wav
aug_cv_hi_00061__multi_codec,cv_hi_00061,real,Hindi,CommonVoice_Hindi_26.0,,train,multi_codec,3.42,WAV/PCM_16,8b64c002f85ea225141caf0a080d6c8d18af23e3e04e68a8f15dc656422f81c5,cbafbf3451b99ff0,data/augmented/v1/aug_cv_hi_00061__multi_codec.wav
aug_cv_hi_00064__mp3_64,cv_hi_00064,real,Hindi,CommonVoice_Hindi_26.0,,train,mp3_64,6.66,WAV/PCM_16,85a6709ea2d33b741798ccfe2eabc8ebdb953a4a27ee7aab5a576334d1f4e24f,bc7ee1730a11b2e2,data/augmented/v1/aug_cv_hi_00064__mp3_64.wav
aug_cv_hi_00066__mp3_64,cv_hi_00066,real,Hindi,CommonVoice_Hindi_26.0,,train,mp3_64,2.88,WAV/PCM_16,796c0878bca0bc465bf24f8a6b8b8f0985424d9b92ed73e62d6be4174023216e,05bbf8e8ecf17384,data/augmented/v1/aug_cv_hi_00066__mp3_64.wav
aug_cv_hi_00067__opus_12,cv_hi_00067,real,Hindi,CommonVoice_Hindi_26.0,,train,opus_12,7.056,WAV/PCM_16,c0ea855f8877e4d0b3d7c0ec5263822254dfb281e7b57f76cc1d7bfbb7c24026,b2b67d0468b9a1f7,data/augmented/v1/aug_cv_hi_00067__opus_12.wav
aug_cv_hi_00071__opus_12,cv_hi_00071,real,Hindi,CommonVoice_Hindi_26.0,,train,opus_12,5.256,WAV/PCM_16,3e1ce90327fb18ea23a909cd46b665ae6baf17ed71b8e9eb1d8036d0d8667752,d305e3a5f87a3227,data/augmented/v1/aug_cv_hi_00071__opus_12.wav
aug_cv_hi_00073__multi_codec,cv_hi_00073,real,Hindi,CommonVoice_Hindi_26.0,,train,multi_codec,3.888,WAV/PCM_16,102a5395cf7745b09322db57800bb851866f296b9e5b669a5ce381a09b1aa433,4e6d2cf46ee70394,data/augmented/v1/aug_cv_hi_00073__multi_codec.wav
aug_cv_hi_00074__mp3_32,cv_hi_00074,real,Hindi,CommonVoice_Hindi_26.0,,train,mp3_32,2.88,WAV/PCM_16,cc7eecc74ba274eecce311224fc544289de8d0bc064dae4e677df7d0a9e5a804,2e409cc095588953,data/augmented/v1/aug_cv_hi_00074__mp3_32.wav
aug_cv_hi_00076__opus_48,cv_hi_00076,real,Hindi,CommonVoice_Hindi_26.0,,train,opus_48,9.396,WAV/PCM_16,74fa36ea70b6068be91d6af50f749fd219c1b05cc3a385979f67bdde5ccb985c,a7fe9ab17a00cb4f,data/augmented/v1/aug_cv_hi_00076__opus_48.wav
aug_cv_hi_00079__telephone,cv_hi_00079,real,Hindi,CommonVoice_Hindi_26.0,,train,telephone,4.716,WAV/PCM_16,4f1f249f6a8c840d2c7767e360c7524aa68dc0a3e0039720600a9e4839c4aad3,064acf67630c7f19,data/augmented/v1/aug_cv_hi_00079__telephone.wav
aug_cv_hi_00080__mp3_64,cv_hi_00080,real,Hindi,CommonVoice_Hindi_26.0,,train,mp3_64,5.58,WAV/PCM_16,6d01c28da0691f9825d804176cfd39b7288f6682862909b576317971b777c557,d305e3a5f87a3227,data/augmented/v1/aug_cv_hi_00080__mp3_64.wav
aug_cv_hi_00081__multi_codec,cv_hi_00081,real,Hindi,CommonVoice_Hindi_26.0,,train,multi_codec,7.236,WAV/PCM_16,9dcb192633e3e5a6865bea6caf4dcbbc4c61271a48abc0b8187cedab6417aee7,971dbd813e5a4fa0,data/augmented/v1/aug_cv_hi_00081__multi_codec.wav
aug_cv_hi_00082__mp3_128,cv_hi_00082,real,Hindi,CommonVoice_Hindi_26.0,,train,mp3_128,4.536,WAV/PCM_16,c30067115cf1387878152ed7275f095e88c69d07cf346966d360b6716b4dcff6,4c1fc40afb44af58,data/augmented/v1/aug_cv_hi_00082__mp3_128.wav
aug_cv_hi_00084__multi_codec,cv_hi_00084,real,Hindi,CommonVoice_Hindi_26.0,,train,multi_codec,7.128,WAV/PCM_16,fdcd7b6517fa790a6a36b568ce2912382e4c5d249e7851f43eee425d92dcbbcb,9b05272c4220cb3b,data/augmented/v1/aug_cv_hi_00084__multi_codec.wav
aug_cv_hi_00085__opus_24,cv_hi_00085,real,Hindi,CommonVoice_Hindi_26.0,,train,opus_24,3.168,WAV/PCM_16,beb460767184f0c58ddc270933a481077b1d1f6a3fe046069e961992f8b34e4a,4c1fc40afb44af58,data/augmented/v1/aug_cv_hi_00085__opus_24.wav
aug_cv_hi_00087__telephone,cv_hi_00087,real,Hindi,CommonVoice_Hindi_26.0,,train,telephone,6.192,WAV/PCM_16,349209a0211de8abd6c3795648db3432652799fd914c0f53fec2e9dfb34ddcc7,e82fc8de439ce1fe,data/augmented/v1/aug_cv_hi_00087__telephone.wav
aug_cv_hi_00088__mp3_32,cv_hi_00088,real,Hindi,CommonVoice_Hindi_26.0,,train,mp3_32,6.336,WAV/PCM_16,cd047daf39fd7698f84b980339491effa3c869e2317a8609cb59cbb15fbd1e53,03d71a9db9b2128c,data/augmented/v1/aug_cv_hi_00088__mp3_32.wav
aug_cv_hi_00090__lowpass,cv_hi_00090,real,Hindi,CommonVoice_Hindi_26.0,,train,lowpass,7.704,WAV/PCM_16,e44718deec13888509a6ae72b67a3567203b394e0b94efc900ecc6d3aba74b80,cd17bedf812fd6a7,data/augmented/v1/aug_cv_hi_00090__lowpass.wav
aug_cv_hi_00091__lowpass,cv_hi_00091,real,Hindi,CommonVoice_Hindi_26.0,,train,lowpass,2.808,WAV/PCM_16,0d1c77716ad423f90f5b89620dcf422da591350eb365e96a8e8458a5cbada4a3,56f520b83fb98922,data/augmented/v1/aug_cv_hi_00091__lowpass.wav
aug_cv_hi_00092__opus_24,cv_hi_00092,real,Hindi,CommonVoice_Hindi_26.0,,train,opus_24,7.488,WAV/PCM_16,cd6432fe03c03d1f86eaca1ed001ab7083e379e829649d87297b944891662946,a39c54ba15f4c018,data/augmented/v1/aug_cv_hi_00092__opus_24.wav
aug_cv_hi_00093__mild_clipping,cv_hi_00093,real,Hindi,CommonVoice_Hindi_26.0,,train,mild_clipping,6.3,WAV/PCM_16,ff9aa9980c60b9563c9ff8374e4e776e5f9aeb2db1b4927109e5b746920e73c4,fc75ff903de8567d,data/augmented/v1/aug_cv_hi_00093__mild_clipping.wav
aug_cv_hi_00094__gain,cv_hi_00094,real,Hindi,CommonVoice_Hindi_26.0,,train,gain,6.408,WAV/PCM_16,7ffbab529e1f31c4481cc1fee62c6f68c9115caab0d58911723069b234557d0d,031ec2e6befbc243,data/augmented/v1/aug_cv_hi_00094__gain.wav
aug_cv_hi_00095__mp3_64,cv_hi_00095,real,Hindi,CommonVoice_Hindi_26.0,,train,mp3_64,3.6,WAV/PCM_16,628a200335fed6894ba7c588370a3fdd9988a9ca22b778ac059d06202dbc8465,3faa5a08d585a709,data/augmented/v1/aug_cv_hi_00095__mp3_64.wav
aug_cv_hi_00098__opus_12,cv_hi_00098,real,Hindi,CommonVoice_Hindi_26.0,,train,opus_12,2.556,WAV/PCM_16,459a69f71a0b316c04c3e4adfde9420f97ebef9579e85be755936f55568336ae,990edda139a3cf08,data/augmented/v1/aug_cv_hi_00098__opus_12.wav
aug_cv_hi_00100__gain,cv_hi_00100,real,Hindi,CommonVoice_Hindi_26.0,,train,gain,6.048,WAV/PCM_16,6f7dddf4bdc39bf3dd16bacf5f19291c15969c2a79bbb90afcaad05b3e821791,58d646810ccc9fe1,data/augmented/v1/aug_cv_hi_00100__gain.wav
aug_cv_hi_00101__opus_24,cv_hi_00101,real,Hindi,CommonVoice_Hindi_26.0,,train,opus_24,3.168,WAV/PCM_16,e2e513551f765961c9cf202f175b0e27df02dfbaef25ca89a2ef84e1488b6239,df446c9187ba414d,data/augmented/v1/aug_cv_hi_00101__opus_24.wav
aug_cv_hi_00103__mp3_128,cv_hi_00103,real,Hindi,CommonVoice_Hindi_26.0,,train,mp3_128,7.596,WAV/PCM_16,684e0b15f2f9ef5c7a9871a5bf885389b54dc19559a28aba9e0ec6bc1aa8cd17,f3867c69efbfa3be,data/augmented/v1/aug_cv_hi_00103__mp3_128.wav
aug_cv_hi_00104__opus_24,cv_hi_00104,real,Hindi,CommonVoice_Hindi_26.0,,train,opus_24,2.256,WAV/PCM_16,123b5c8ee6b63ee84455856b37917c515dd4afde61aa12d746ff9d1568ebf6a5,d965566d77321800,data/augmented/v1/aug_cv_hi_00104__opus_24.wav
aug_cv_hi_00105__telephone,cv_hi_00105,real,Hindi,CommonVoice_Hindi_26.0,,train,telephone,5.076,WAV/PCM_16,d534cf3bc76346356a8cff87d0c6490481798594bffe01ff8f2b258ef19b5cf7,a0f323962ee08fcc,data/augmented/v1/aug_cv_hi_00105__telephone.wav
aug_cv_hi_00106__mp3_32,cv_hi_00106,real,Hindi,CommonVoice_Hindi_26.0,,train,mp3_32,9.72,WAV/PCM_16,329349700baf004b2a7ad481da67b49c6037a761418a6def84608b7378501d18,42d02c8ef165ff3e,data/augmented/v1/aug_cv_hi_00106__mp3_32.wav
aug_cv_hi_00107__lowpass,cv_hi_00107,real,Hindi,CommonVoice_Hindi_26.0,,train,lowpass,6.84,WAV/PCM_16,54288fce2fa6d4bfe4c5931c65de85759f62d7cf6f68e5f2083cf546a045989e,81282aecb9c3fc56,data/augmented/v1/aug_cv_hi_00107__lowpass.wav
aug_cv_hi_00108__mild_clipping,cv_hi_00108,real,Hindi,CommonVoice_Hindi_26.0,,train,mild_clipping,6.48,WAV/PCM_16,61c1bbeaefa6fa11d3363d45ec7db68190705b40bfe7c38c9317ec1711d45dea,862ccba56a2b9552,data/augmented/v1/aug_cv_hi_00108__mild_clipping.wav
aug_cv_hi_00109__mp3_32,cv_hi_00109,real,Hindi,CommonVoice_Hindi_26.0,,train,mp3_32,5.04,WAV/PCM_16,1c8f71124a2b12d3d7c1f1e792cc1c32ba0178d71eba611ec4d4e1af9b74ab73,29e5a5abb9fc8494,data/augmented/v1/aug_cv_hi_00109__mp3_32.wav
aug_cv_hi_00110__opus_24,cv_hi_00110,real,Hindi,CommonVoice_Hindi_26.0,,train,opus_24,6.84,WAV/PCM_16,cf0f370b1755d289fa9851f7c063a8963f96acfd9b4f98372cb64c0a66ad278f,871e4a9d00ba4ca4,data/augmented/v1/aug_cv_hi_00110__opus_24.wav
aug_cv_hi_00111__lowpass,cv_hi_00111,real,Hindi,CommonVoice_Hindi_26.0,,train,lowpass,5.472,WAV/PCM_16,073365801ff75e6a3d6538d52e3c049e322c8181596047e5f9110744b92d1707,05f1566e5d7fd047,data/augmented/v1/aug_cv_hi_00111__lowpass.wav
aug_cv_hi_00113__mp3_64,cv_hi_00113,real,Hindi,CommonVoice_Hindi_26.0,,train,mp3_64,6.048,WAV/PCM_16,3244f8cf6771f6c8056dc9b51d76e4df6d4ef67d011189ab0920f25ccc19c4f7,66657889a7ebee52,data/augmented/v1/aug_cv_hi_00113__mp3_64.wav
aug_cv_hi_00114__multi_codec,cv_hi_00114,real,Hindi,CommonVoice_Hindi_26.0,,train,multi_codec,4.32,WAV/PCM_16,99372672a56bb422f038a60d1911f238c0cf913c635c0da68c3a798cec113446,be33a2422658031c,data/augmented/v1/aug_cv_hi_00114__multi_codec.wav
aug_cv_hi_00115__opus_24,cv_hi_00115,real,Hindi,CommonVoice_Hindi_26.0,,train,opus_24,6.3,WAV/PCM_16,07b1041157388f4c9ddc34bed0fa030bbb3e72c701601ab8b3a6d8f8707caf47,38dfbddfb3af47c1,data/augmented/v1/aug_cv_hi_00115__opus_24.wav
aug_cv_hi_00116__opus_48,cv_hi_00116,real,Hindi,CommonVoice_Hindi_26.0,,train,opus_48,3.636,WAV/PCM_16,93645c2b6faa8f82068b85f22ff9e68730170dc190f4183332e2e92c0af37faa,e274594b4f15563e,data/augmented/v1/aug_cv_hi_00116__opus_48.wav
aug_cv_hi_00119__opus_48,cv_hi_00119,real,Hindi,CommonVoice_Hindi_26.0,,train,opus_48,7.128,WAV/PCM_16,e341deaac7a2922bfbdad3cfdc743578f0ec9f69ab2e78a16e64e01b1bfd7888,862ccba56a2b9552,data/augmented/v1/aug_cv_hi_00119__opus_48.wav
aug_cv_hi_00120__multi_codec,cv_hi_00120,real,Hindi,CommonVoice_Hindi_26.0,,train,multi_codec,3.78,WAV/PCM_16,1c90c230ed7eefdd14143603fd6b00002f36bf18ae9c8ac0d5a603621981eca4,031ec2e6befbc243,data/augmented/v1/aug_cv_hi_00120__multi_codec.wav
aug_cv_hi_00122__opus_24,cv_hi_00122,real,Hindi,CommonVoice_Hindi_26.0,,train,opus_24,3.492,WAV/PCM_16,51133ce2bf11940bb58a921af7675990456310d83398585757fc7b09f204f452,c68de3e364724958,data/augmented/v1/aug_cv_hi_00122__opus_24.wav
aug_cv_hi_00124__opus_24,cv_hi_00124,real,Hindi,CommonVoice_Hindi_26.0,,train,opus_24,5.076,WAV/PCM_16,342f680b3971d53998898070046d8cef86e29da4885d9ddd022bbbb071f7bbd0,f3867c69efbfa3be,data/augmented/v1/aug_cv_hi_00124__opus_24.wav
aug_cv_hi_00125__mild_clipping,cv_hi_00125,real,Hindi,CommonVoice_Hindi_26.0,,train,mild_clipping,7.308,WAV/PCM_16,1ae9156e69d82b7203970ff199ea070797b76f9aa6bb69f8e465aa30ba56dffb,72de169ee11045a2,data/augmented/v1/aug_cv_hi_00125__mild_clipping.wav
aug_cv_hi_00126__mp3_64,cv_hi_00126,real,Hindi,CommonVoice_Hindi_26.0,,train,mp3_64,4.86,WAV/PCM_16,3be09b9896b9550c07f7ef05cc171c3591b2827ba6c147391a3139874d4dbed1,72d299e1a5023d6c,data/augmented/v1/aug_cv_hi_00126__mp3_64.wav
