sample_id,parent_sample_id,label,language_type,source_dataset,generator,split,augmentation_condition,duration,codec,sha256,group_id,path
rob_cv_hi_00339__mp3,cv_hi_00339,real,Hindi,CommonVoice_Hindi_26.0,,test,mp3,3.384,WAV/PCM_16,d0fc62f8bb9d2cada2f6ce7f5689015e6f3679db614714514397c2483a62d98b,d26e503988fdb0d4,data/evaluation/robustness_v1/rob_cv_hi_00339__mp3.wav
rob_cv_hi_00339__opus,cv_hi_00339,real,Hindi,CommonVoice_Hindi_26.0,,test,opus,3.384,WAV/PCM_16,f795838d81c2eb6ab791b2d7c8a75fb028ca70b9b7233a106b37caa90eb8ccf6,d26e503988fdb0d4,data/evaluation/robustness_v1/rob_cv_hi_00339__opus.wav
rob_cv_hi_00339__telephone,cv_hi_00339,real,Hindi,CommonVoice_Hindi_26.0,,test,telephone,3.384,WAV/PCM_16,4670a5a64deaa4ab512bd8d7df65a7aea5b524b83f030d882cd42f8ac38c66c7,d26e503988fdb0d4,data/evaluation/robustness_v1/rob_cv_hi_00339__telephone.wav
rob_cv_hi_00339__lowpass,cv_hi_00339,real,Hindi,CommonVoice_Hindi_26.0,,test,lowpass,3.384,WAV/PCM_16,773bd059d6a8c29ffc47619146f5a33a4314e1c6fc9f4b1321ef567cdcb114ec,d26e503988fdb0d4,data/evaluation/robustness_v1/rob_cv_hi_00339__lowpass.wav
rob_cv_hi_00339__multi_codec,cv_hi_00339,real,Hindi,CommonVoice_Hindi_26.0,,test,multi_codec,3.384,WAV/PCM_16,3b646db9e8a67b2c71495b27ccb9bd1fee195dd5afd111e8747b234f1adec953,d26e503988fdb0d4,data/evaluation/robustness_v1/rob_cv_hi_00339__multi_codec.wav
rob_cv_hi_00478__mp3,cv_hi_00478,real,Hindi,CommonVoice_Hindi_26.0,,test,mp3,2.904,WAV/PCM_16,c01d353e80933589a8fb327533f77586c0ba97ad0712f913a969b6fdf700a591,4790116d688939f0,data/evaluation/robustness_v1/rob_cv_hi_00478__mp3.wav
rob_cv_hi_00478__opus,cv_hi_00478,real,Hindi,CommonVoice_Hindi_26.0,,test,opus,2.904,WAV/PCM_16,9062fe6021ed2e27e5032ba176de75d7a62aeb612470df104669a07abbb68ff0,4790116d688939f0,data/evaluation/robustness_v1/rob_cv_hi_00478__opus.wav
rob_cv_hi_00478__telephone,cv_hi_00478,real,Hindi,CommonVoice_Hindi_26.0,,test,telephone,2.904,WAV/PCM_16,4947a88dc860292359e42301865631356d54f8e3a7d46829039e6b134c469df0,4790116d688939f0,data/evaluation/robustness_v1/rob_cv_hi_00478__telephone.wav
rob_cv_hi_00478__lowpass,cv_hi_00478,real,Hindi,CommonVoice_Hindi_26.0,,test,lowpass,2.904,WAV/PCM_16,1ed5e78753663d7038c3921dcc007cd3b986cb957c163973c0af97161c2439c8,4790116d688939f0,data/evaluation/robustness_v1/rob_cv_hi_00478__lowpass.wav
rob_cv_hi_00478__multi_codec,cv_hi_00478,real,Hindi,CommonVoice_Hindi_26.0,,test,multi_codec,2.904,WAV/PCM_16,9c139325a48ef2d3caad65188d7ab2f521e3717ec73d90d9c11d4ee91b6da57d,4790116d688939f0,data/evaluation/robustness_v1/rob_cv_hi_00478__multi_codec.wav
rob_cv_hi_00524__mp3,cv_hi_00524,real,Hindi,CommonVoice_Hindi_26.0,,test,mp3,2.484,WAV/PCM_16,5f3a3ca58b7b021ce9e8999623685d50c59b35ba942e94e38fe47b1c84e590d7,5cd563f360a78df4,data/evaluation/robustness_v1/rob_cv_hi_00524__mp3.wav
rob_cv_hi_00524__opus,cv_hi_00524,real,Hindi,CommonVoice_Hindi_26.0,,test,opus,2.484,WAV/PCM_16,0814fac1e0ede8a8fd93a1374b5548499764935e0e9137c3af2dd6bf0e9f5c58,5cd563f360a78df4,data/evaluation/robustness_v1/rob_cv_hi_00524__opus.wav
rob_cv_hi_00524__telephone,cv_hi_00524,real,Hindi,CommonVoice_Hindi_26.0,,test,telephone,2.484,WAV/PCM_16,6002120eb7e87a331a0a33ef5af8b2901fe4b74a73ad9ca18d989eefa078abd2,5cd563f360a78df4,data/evaluation/robustness_v1/rob_cv_hi_00524__telephone.wav
rob_cv_hi_00524__lowpass,cv_hi_00524,real,Hindi,CommonVoice_Hindi_26.0,,test,lowpass,2.484,WAV/PCM_16,c66a57a8657798f0e0cd72d8ac165e40f974691336adee5215f45a6366fdf3f7,5cd563f360a78df4,data/evaluation/robustness_v1/rob_cv_hi_00524__lowpass.wav
rob_cv_hi_00524__multi_codec,cv_hi_00524,real,Hindi,CommonVoice_Hindi_26.0,,test,multi_codec,2.484,WAV/PCM_16,524508132a5918f73d63700404c5281c8b2c9c24e4010819c2b1c8ed64d9be29,5cd563f360a78df4,data/evaluation/robustness_v1/rob_cv_hi_00524__multi_codec.wav
rob_cv_hi_00551__mp3,cv_hi_00551,real,Hindi,CommonVoice_Hindi_26.0,,test,mp3,7.02,WAV/PCM_16,76310b2c07962fe4100a05d58405d4cc697cdeec0ad17a6bc17317d9e676bb76,db62d01b45d3987d,data/evaluation/robustness_v1/rob_cv_hi_00551__mp3.wav
rob_cv_hi_00551__opus,cv_hi_00551,real,Hindi,CommonVoice_Hindi_26.0,,test,opus,7.02,WAV/PCM_16,cab888b96a13844145e40b9740795331ce2c1a3a3db16ac8626f51e9cb073ec6,db62d01b45d3987d,data/evaluation/robustness_v1/rob_cv_hi_00551__opus.wav
rob_cv_hi_00551__telephone,cv_hi_00551,real,Hindi,CommonVoice_Hindi_26.0,,test,telephone,7.02,WAV/PCM_16,791e24841ba4f449436a9cdb5a5fad814cd707d686440169b7855d5093e10e35,db62d01b45d3987d,data/evaluation/robustness_v1/rob_cv_hi_00551__telephone.wav
rob_cv_hi_00551__lowpass,cv_hi_00551,real,Hindi,CommonVoice_Hindi_26.0,,test,lowpass,7.02,WAV/PCM_16,541905713491e9577fb9a55ef77efb533d84120450cca040d19d627fa72f9582,db62d01b45d3987d,data/evaluation/robustness_v1/rob_cv_hi_00551__lowpass.wav
rob_cv_hi_00551__multi_codec,cv_hi_00551,real,Hindi,CommonVoice_Hindi_26.0,,test,multi_codec,7.02,WAV/PCM_16,55f29145e54e27b691b8beb71722688aeb5fa8bfab0e52b22952e5c031f660b6,db62d01b45d3987d,data/evaluation/robustness_v1/rob_cv_hi_00551__multi_codec.wav
rob_cv_hi_00567__mp3,cv_hi_00567,real,Hindi,CommonVoice_Hindi_26.0,,test,mp3,6.12,WAV/PCM_16,4da668470f1d3fe523b54a03cfde59591b9faacbf5880840fea2b6302f0bdd84,9f456a1de77a2262,data/evaluation/robustness_v1/rob_cv_hi_00567__mp3.wav
rob_cv_hi_00567__opus,cv_hi_00567,real,Hindi,CommonVoice_Hindi_26.0,,test,opus,6.12,WAV/PCM_16,e869b81d62d48f956c7cc39ff4aaf23ef6179ded3be19f5b04922c3483b99e2f,9f456a1de77a2262,data/evaluation/robustness_v1/rob_cv_hi_00567__opus.wav
rob_cv_hi_00567__telephone,cv_hi_00567,real,Hindi,CommonVoice_Hindi_26.0,,test,telephone,6.12,WAV/PCM_16,b21a0d8a175740a0a2787565d0ba00f5df5a11fb546257bef3d6ab995e1bf0c4,9f456a1de77a2262,data/evaluation/robustness_v1/rob_cv_hi_00567__telephone.wav
rob_cv_hi_00567__lowpass,cv_hi_00567,real,Hindi,CommonVoice_Hindi_26.0,,test,lowpass,6.12,WAV/PCM_16,14189ca109baf0a30a20b634c21a70fa27e61fc1b9577463ccf4daf00a036a9f,9f456a1de77a2262,data/evaluation/robustness_v1/rob_cv_hi_00567__lowpass.wav
rob_cv_hi_00567__multi_codec,cv_hi_00567,real,Hindi,CommonVoice_Hindi_26.0,,test,multi_codec,6.12,WAV/PCM_16,3e65bd275db09f7cb94cbcc5de2081e7a1f870f154cacc8a25c7824a71160e1a,9f456a1de77a2262,data/evaluation/robustness_v1/rob_cv_hi_00567__multi_codec.wav
rob_cv_hi_00595__mp3,cv_hi_00595,real,Hindi,CommonVoice_Hindi_26.0,,test,mp3,4.968,WAV/PCM_16,869917228faa4974dc2f95cccad4349c19d3613528d0372c69aa0a9540fdafff,ed385c5b04af05d9,data/evaluation/robustness_v1/rob_cv_hi_00595__mp3.wav
rob_cv_hi_00595__opus,cv_hi_00595,real,Hindi,CommonVoice_Hindi_26.0,,test,opus,4.968,WAV/PCM_16,e18adff1658892fae62c63dc9eca799b816bcdaed5c246f44692dd3629a68e31,ed385c5b04af05d9,data/evaluation/robustness_v1/rob_cv_hi_00595__opus.wav
rob_cv_hi_00595__telephone,cv_hi_00595,real,Hindi,CommonVoice_Hindi_26.0,,test,telephone,4.968,WAV/PCM_16,d86d0ab61789cc9a69d92185a002b1a3f18debb278b5f7792ca44f842b5af7b7,ed385c5b04af05d9,data/evaluation/robustness_v1/rob_cv_hi_00595__telephone.wav
rob_cv_hi_00595__lowpass,cv_hi_00595,real,Hindi,CommonVoice_Hindi_26.0,,test,lowpass,4.968,WAV/PCM_16,028d31b3da0e8b74636b14001f497ab4cefeead4948e5b247e647a4f336d3a32,ed385c5b04af05d9,data/evaluation/robustness_v1/rob_cv_hi_00595__lowpass.wav
rob_cv_hi_00595__multi_codec,cv_hi_00595,real,Hindi,CommonVoice_Hindi_26.0,,test,multi_codec,4.968,WAV/PCM_16,0805153b46efa2cb75d4ca2933ec9ab9e9de88fb9d07e3a7cf835034c1982a2e,ed385c5b04af05d9,data/evaluation/robustness_v1/rob_cv_hi_00595__multi_codec.wav
rob_cv_hi_00609__mp3,cv_hi_00609,real,Hindi,CommonVoice_Hindi_26.0,,test,mp3,8.208,WAV/PCM_16,a14b9a029ac37775b3287f714e3703ac086339b5e03d24e75978478a2567fb89,5cd563f360a78df4,data/evaluation/robustness_v1/rob_cv_hi_00609__mp3.wav
rob_cv_hi_00609__opus,cv_hi_00609,real,Hindi,CommonVoice_Hindi_26.0,,test,opus,8.208,WAV/PCM_16,3c65bb09538b4d5073b59fdfccd2975dbf543020a1fd2f353efe5275c4b09291,5cd563f360a78df4,data/evaluation/robustness_v1/rob_cv_hi_00609__opus.wav
rob_cv_hi_00609__telephone,cv_hi_00609,real,Hindi,CommonVoice_Hindi_26.0,,test,telephone,8.208,WAV/PCM_16,7497d2befe8f6ac7a1c60d087231aae26d7ecaa1110cd4c56d2cb8f59c697181,5cd563f360a78df4,data/evaluation/robustness_v1/rob_cv_hi_00609__telephone.wav
rob_cv_hi_00609__lowpass,cv_hi_00609,real,Hindi,CommonVoice_Hindi_26.0,,test,lowpass,8.208,WAV/PCM_16,d8d55c9eabbdca5761e296b93088d72303cc0cb1c982de10ba3e21b7cee865ec,5cd563f360a78df4,data/evaluation/robustness_v1/rob_cv_hi_00609__lowpass.wav
rob_cv_hi_00609__multi_codec,cv_hi_00609,real,Hindi,CommonVoice_Hindi_26.0,,test,multi_codec,8.208,WAV/PCM_16,684126e200fc62efe8a24c589e17d4e9d1d2a1266b9d5f0515dde2f4657f27eb,5cd563f360a78df4,data/evaluation/robustness_v1/rob_cv_hi_00609__multi_codec.wav
rob_cv_hi_00613__mp3,cv_hi_00613,real,Hindi,CommonVoice_Hindi_26.0,,test,mp3,3.996,WAV/PCM_16,53db083c6e41395f19c2dabc6a9cc08262f5dc9bf6bdbc9d111f186766e81a92,2287c1a695fbaf97,data/evaluation/robustness_v1/rob_cv_hi_00613__mp3.wav
rob_cv_hi_00613__opus,cv_hi_00613,real,Hindi,CommonVoice_Hindi_26.0,,test,opus,3.996,WAV/PCM_16,afb703616adfff1b5e9ab1c6b41a491b433bef54826bcdfd7a6735c95270bbfb,2287c1a695fbaf97,data/evaluation/robustness_v1/rob_cv_hi_00613__opus.wav
rob_cv_hi_00613__telephone,cv_hi_00613,real,Hindi,CommonVoice_Hindi_26.0,,test,telephone,3.996,WAV/PCM_16,73973713689af498340d31cd24d5684e096ee35ad1e6c45210de6a5f5c8c60ce,2287c1a695fbaf97,data/evaluation/robustness_v1/rob_cv_hi_00613__telephone.wav
rob_cv_hi_00613__lowpass,cv_hi_00613,real,Hindi,CommonVoice_Hindi_26.0,,test,lowpass,3.996,WAV/PCM_16,711409f5000f16fff830032815c10fffb8b1f13d39a2eba8b6f693c9497a444f,2287c1a695fbaf97,data/evaluation/robustness_v1/rob_cv_hi_00613__lowpass.wav
rob_cv_hi_00613__multi_codec,cv_hi_00613,real,Hindi,CommonVoice_Hindi_26.0,,test,multi_codec,3.996,WAV/PCM_16,98361eec98bd89ce2a1a8ad2f9c4781f33b0a9327f689cd6ba8283c7490259e7,2287c1a695fbaf97,data/evaluation/robustness_v1/rob_cv_hi_00613__multi_codec.wav
rob_cv_hi_00667__mp3,cv_hi_00667,real,Hindi,CommonVoice_Hindi_26.0,,test,mp3,5.148,WAV/PCM_16,c697840b580147b274c63c0e0b76ec332cd267b669e12a5f776c2fc041c355f6,ed385c5b04af05d9,data/evaluation/robustness_v1/rob_cv_hi_00667__mp3.wav
rob_cv_hi_00667__opus,cv_hi_00667,real,Hindi,CommonVoice_Hindi_26.0,,test,opus,5.148,WAV/PCM_16,1a123948a104a53fd9c50f589304e17e59015a4683a12b1286e0e88aad659b0b,ed385c5b04af05d9,data/evaluation/robustness_v1/rob_cv_hi_00667__opus.wav
rob_cv_hi_00667__telephone,cv_hi_00667,real,Hindi,CommonVoice_Hindi_26.0,,test,telephone,5.148,WAV/PCM_16,83add78b2ed4311fa1317fb3d78543a7cf13115cdaeeea526d3c2abc88c77efb,ed385c5b04af05d9,data/evaluation/robustness_v1/rob_cv_hi_00667__telephone.wav
rob_cv_hi_00667__lowpass,cv_hi_00667,real,Hindi,CommonVoice_Hindi_26.0,,test,lowpass,5.148,WAV/PCM_16,dbb4b16ca1e2b40e92d9e2d80cff7d4c1942161f2554221d0908c7d6ab34f566,ed385c5b04af05d9,data/evaluation/robustness_v1/rob_cv_hi_00667__lowpass.wav
rob_cv_hi_00667__multi_codec,cv_hi_00667,real,Hindi,CommonVoice_Hindi_26.0,,test,multi_codec,5.148,WAV/PCM_16,3c7e12c9f11614a439e8df62603cd8d6f4eeb759e32a4ecea08e3d54e607dc86,ed385c5b04af05d9,data/evaluation/robustness_v1/rob_cv_hi_00667__multi_codec.wav
rob_cv_hi_00698__mp3,cv_hi_00698,real,Hindi,CommonVoice_Hindi_26.0,,test,mp3,5.76,WAV/PCM_16,fe0399ea9c6b15f261db9e802022257d6e7ca410df9ba77e3f867640061552f6,d27f1820ba21afc9,data/evaluation/robustness_v1/rob_cv_hi_00698__mp3.wav
rob_cv_hi_00698__opus,cv_hi_00698,real,Hindi,CommonVoice_Hindi_26.0,,test,opus,5.76,WAV/PCM_16,59ff95ba328a53d05cbb76d8c437c1f5d4225214c4f4b7f04b9524738dcc374f,d27f1820ba21afc9,data/evaluation/robustness_v1/rob_cv_hi_00698__opus.wav
rob_cv_hi_00698__telephone,cv_hi_00698,real,Hindi,CommonVoice_Hindi_26.0,,test,telephone,5.76,WAV/PCM_16,ca360576b694730ee93cd86821b939610cedb877738772f23e768de0e33d21e7,d27f1820ba21afc9,data/evaluation/robustness_v1/rob_cv_hi_00698__telephone.wav
rob_cv_hi_00698__lowpass,cv_hi_00698,real,Hindi,CommonVoice_Hindi_26.0,,test,lowpass,5.76,WAV/PCM_16,f772eab4f8c9a075f9691e81bcbd28f2706e889cb6439b5118024995b7e5a855,d27f1820ba21afc9,data/evaluation/robustness_v1/rob_cv_hi_00698__lowpass.wav
rob_cv_hi_00698__multi_codec,cv_hi_00698,real,Hindi,CommonVoice_Hindi_26.0,,test,multi_codec,5.76,WAV/PCM_16,6acd9e6ab4e9e132b8e36509e5499ce39ac1041c0ee5de7c3d4e1c6a6c8bf49b,d27f1820ba21afc9,data/evaluation/robustness_v1/rob_cv_hi_00698__multi_codec.wav
rob_cv_hi_00858__mp3,cv_hi_00858,real,Hindi,CommonVoice_Hindi_26.0,,test,mp3,5.652,WAV/PCM_16,a2cdf462d02e73dc9431aaba0495579a31ffde4f945b37c78b8bb6b26122de74,1c33ef98553ef298,data/evaluation/robustness_v1/rob_cv_hi_00858__mp3.wav
rob_cv_hi_00858__opus,cv_hi_00858,real,Hindi,CommonVoice_Hindi_26.0,,test,opus,5.652,WAV/PCM_16,7268ceddb5a2e9428a53a9b3a5c77d6197d877b49194b42e834c6632c7f0b496,1c33ef98553ef298,data/evaluation/robustness_v1/rob_cv_hi_00858__opus.wav
